book_id,isbn,title,original_title,authors,original_publication_year,average_rating,ratings_count,image_url,small_image_url,genres
51019,385491026,Cat's Eye,Cat's Eye,Margaret Atwood,1988,3.92,42317,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, contemporary, classics, art, fantasy"
15783307,,"The Perfect Game (The Perfect Game, #1)",The Perfect Game,J. Sterling,2012,3.97,50442,https://images.gr-assets.com/books/1345824139m/15783307.jpg,https://images.gr-assets.com/books/1345824139s/15783307.jpg,"romance, sports, contemporary, fiction"
7540092,1406310271,"Monsters of Men (Chaos Walking, #3)",Monsters of Men,Patrick Ness,2010,4.25,43024,https://images.gr-assets.com/books/1467392755m/7540092.jpg,https://images.gr-assets.com/books/1467392755s/7540092.jpg,"fantasy, fiction, romance, thriller, suspense"
8647,1841492051,"Shadow of the Giant (Ender's Shadow, #4)",Shadow of the Giant,Orson Scott Card,2005,3.98,37479,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, fantasy, science"
10128428,545027896,Wonderstruck,Wonderstruck,Brian Selznick,2011,4.16,42530,https://images.gr-assets.com/books/1327885739m/10128428.jpg,https://images.gr-assets.com/books/1327885739s/10128428.jpg,"fiction, mystery, fantasy, art, comics, contemporary, history"
748862,446519138,Simple Abundance:  A Daybook of Comfort and Joy,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,3.96,32751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"spirituality, nonfiction, psychology, religion, philosophy, christian, art"
9917938,1442429984,"Blood Red Road (Dust Lands, #1)",Blood Red Road ,Moira Young,2011,3.94,47690,https://images.gr-assets.com/books/1293651959m/9917938.jpg,https://images.gr-assets.com/books/1293651959s/9917938.jpg,"fantasy, romance, fiction"
13131,316014796,"The 6th Target (Women's Murder Club, #6)",The 6th Target,"James Patterson, Maxine Paetro",2007,4.02,41500,https://images.gr-assets.com/books/1336275870m/13131.jpg,https://images.gr-assets.com/books/1336275870s/13131.jpg,"mystery, fiction, thriller, crime, suspense, contemporary, romance"
40395,143104888,"A Princess of Mars (Barsoom, #1)",A Princess of Mars,"Edgar Rice Burroughs, John Seelye",1912,3.8,34536,https://images.gr-assets.com/books/1332272118m/40395.jpg,https://images.gr-assets.com/books/1332272118s/40395.jpg,"fantasy, classics, fiction, romance, science"
17262203,385528787,"MaddAddam (MaddAddam, #3)",MaddAddam,Margaret Atwood,2013,3.98,33861,https://images.gr-assets.com/books/1366394020m/17262203.jpg,https://images.gr-assets.com/books/1366394020s/17262203.jpg,"fiction, fantasy, contemporary, science"
77770,60264802,"These Happy Golden Years (Little House, #8)",These Happy Golden Years,"Laura Ingalls Wilder, Garth Williams",1943,4.17,51432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, fiction, history, biography, romance, memoir, nonfiction"
19596,812971426,Color: A Natural History of the Palette,Color: A Natural History of the Palette,Victoria Finlay,2003,3.74,42256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"nonfiction, art, history, science, travel, fiction"
5357,99481685,Skipping Christmas,Skipping Christmas,John Grisham,2001,3.47,39486,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, contemporary, mystery, christian, thriller"
24244,446613444,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",,Michael Connelly,1993,4.05,36748,https://images.gr-assets.com/books/1372241876m/24244.jpg,https://images.gr-assets.com/books/1372241876s/24244.jpg,"mystery, crime, fiction, thriller, suspense, contemporary"
12022079,312577206,Home Front,Home Front,Kristin Hannah,2012,4.12,36972,https://images.gr-assets.com/books/1344319152m/12022079.jpg,https://images.gr-assets.com/books/1344319152s/12022079.jpg,"fiction, romance, contemporary"
16117506,1476731535,"Beautiful Stranger (Beautiful Bastard, #2)",Beautiful Stranger,Christina Lauren,2013,4.24,55764,https://images.gr-assets.com/books/1359073239m/16117506.jpg,https://images.gr-assets.com/books/1359073239s/16117506.jpg,"romance, contemporary, fiction"
127459,385730306,"The Sweet Far Thing (Gemma Doyle, #3)",The Sweet Far Thing,Libba Bray,2007,3.97,54602,https://images.gr-assets.com/books/1358704741m/127459.jpg,https://images.gr-assets.com/books/1358704741s/127459.jpg,"fantasy, romance, fiction, paranormal, mystery"
5197,375702709,A Lesson Before Dying,A Lesson Before Dying,Ernest J. Gaines,1993,3.93,40651,https://images.gr-assets.com/books/1405866945m/5197.jpg,https://images.gr-assets.com/books/1405866945s/5197.jpg,"fiction, classics, contemporary, history, crime"
178357,349119759,SantaLand Diaries,SantaLand Diaries,David Sedaris,1998,4.33,38297,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"memoir, nonfiction, fiction, biography, contemporary"
24820165,1455520616,See Me,See Me,Nicholas Sparks,2015,3.93,31774,https://images.gr-assets.com/books/1439564033m/24820165.jpg,https://images.gr-assets.com/books/1439564033s/24820165.jpg,"fiction, romance, contemporary, thriller, mystery, crime"
7415016,385342047,"Mini Shopaholic (Shopaholic, #6)",Mini Shopaholic,Sophie Kinsella,2010,3.7,40137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, romance, contemporary"
857448,60268654,Harry the Dirty Dog,,"Gene Zion, Margaret Bloy Graham",1956,4.17,44319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, classics, fantasy"
18144115,145161778X,All Fall Down,,Jennifer Weiner,2014,3.61,31249,https://images.gr-assets.com/books/1394567549m/18144115.jpg,https://images.gr-assets.com/books/1394567549s/18144115.jpg,"fiction, contemporary, romance"
393199,015626224X,Down and Out in Paris and London,Down and Out in Paris and London,George Orwell,1933,4.1,34739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, fiction, memoir, biography, travel, nonfiction, history"
6081685,1427814031,"Maid-sama! Vol. 01 (Maid-sama!, #1)",会長はメイド様! 1,Hiro Fujiwara,2006,4.4,36028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"manga, comics, romance, fiction"
381102,1551924013,Griffin and Sabine (Griffin & Sabine #1),Griffin & Sabine: An Extraordinary Correspondence,Nick Bantock,1991,4.01,36496,https://images.gr-assets.com/books/1356716196m/381102.jpg,https://images.gr-assets.com/books/1356716196s/381102.jpg,"fiction, art, fantasy, romance, mystery, contemporary, comics, travel, paranormal, poetry"
14061957,080509461X,"Ruin and Rising (Shadow and Bone, #3)",Ruin and Rising,Leigh Bardugo,2014,4.17,56836,https://images.gr-assets.com/books/1392398530m/14061957.jpg,https://images.gr-assets.com/books/1392398530s/14061957.jpg,"fantasy, romance, fiction, paranormal"
3503947,9773513912,يوتوبيا,يوتوبيا,أحمد خالد توفيق,2008,3.9,31669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, fantasy"
421549,743294254,Certain Girls (Cannie Shapiro #2),Certain Girls,Jennifer Weiner,2000,3.7,39334,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, romance, contemporary"
13152194,030794932X,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,Cheryl Strayed,2012,4.29,33979,https://images.gr-assets.com/books/1339807006m/13152194.jpg,https://images.gr-assets.com/books/1339807006s/13152194.jpg,"nonfiction, memoir, psychology, biography, philosophy, fiction, spirituality, contemporary"
743599,440244161,"Beyond the Highland Mist (Highlander, #1)",Beyond the Highland Mist,Karen Marie Moning,1999,3.99,51854,https://images.gr-assets.com/books/1348924088m/743599.jpg,https://images.gr-assets.com/books/1348924088s/743599.jpg,"romance, fantasy, paranormal, fiction"
15654,451203267,The Stranger Beside Me: Ted Bundy The Shocking Inside Story,The Stranger Beside Me,Ann Rule,1980,4.13,35824,https://images.gr-assets.com/books/1330072383m/15654.jpg,https://images.gr-assets.com/books/1330072383s/15654.jpg,"nonfiction, crime, memoir, mystery, biography, history, horror, psychology, thriller, fiction, suspense"
3054684,61284408,"Stargazer (Evernight, #2)",Stargazer,Claudia Gray,2009,3.8,49050,https://images.gr-assets.com/books/1306376986m/3054684.jpg,https://images.gr-assets.com/books/1306376986s/3054684.jpg,"paranormal, fantasy, romance, fiction, horror, mystery, contemporary"
7668,606298231,Rising Sun,Rising Sun,Michael Crichton,1992,3.61,38179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, thriller, mystery, suspense, crime, contemporary, business, science, fantasy"
136167,440060672,The Other Side of Midnight (Midnight #1),The Other Side of Midnight,Sidney Sheldon,1973,3.89,34570,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, thriller, mystery, romance, suspense, crime, contemporary, classics"
7936809,316069485,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)",The Reversal,Michael Connelly,2010,4.13,34973,https://images.gr-assets.com/books/1421934033m/7936809.jpg,https://images.gr-assets.com/books/1421934033s/7936809.jpg,"mystery, fiction, crime, thriller, suspense, contemporary"
10065,380731509,Wayside School Is Falling Down (Wayside School #2),Wayside School is Falling Down,"Louis Sachar, Joel Schick",1989,4.17,45631,https://images.gr-assets.com/books/1405055796m/10065.jpg,https://images.gr-assets.com/books/1405055796s/10065.jpg,"fiction, fantasy, classics"
7274337,307713547,The Invisible Bridge,The Invisible Bridge,"Julie Orringer, Arthur Morey",2010,4.19,35122,https://images.gr-assets.com/books/1274139506m/7274337.jpg,https://images.gr-assets.com/books/1274139506s/7274337.jpg,"fiction, history, romance"
15861491,61974618,"The Fall of Five (Lorien Legacies, #4)",The Fall of Five,Pittacus Lore,2013,4.24,41533,https://images.gr-assets.com/books/1375365364m/15861491.jpg,https://images.gr-assets.com/books/1375365364s/15861491.jpg,"fantasy, fiction, paranormal, romance, contemporary, thriller"
56759,141439785,The Mayor of Casterbridge,The Mayor of Casterbridge,"Thomas Hardy, Keith Wilson",1886,3.8,40063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, fiction, romance"
8732,,The Red Pony,The Red Pony,John Steinbeck,1933,3.42,37535,https://images.gr-assets.com/books/1391231816m/8732.jpg,https://images.gr-assets.com/books/1391231816s/8732.jpg,"classics, fiction"
498389,99478536,"The Devil's Star (Harry Hole, #5)",Marekors ,Jo Nesbø,2003,4.03,32907,https://images.gr-assets.com/books/1328611163m/498389.jpg,https://images.gr-assets.com/books/1328611163s/498389.jpg,"crime, mystery, fiction, thriller, suspense, contemporary"
5159,425169693,Here on Earth,Here on Earth ,Alice Hoffman,1997,3.68,38954,https://images.gr-assets.com/books/1388299278m/5159.jpg,https://images.gr-assets.com/books/1388299278s/5159.jpg,"fiction, romance, contemporary, fantasy, mystery"
119091,679436545,"Taltos (Lives of the Mayfair Witches, #3)",Taltos,"Anne Rice, Tim Curry",1994,3.78,40915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"horror, fantasy, fiction, paranormal, romance, mystery, contemporary, suspense, thriller"
190361,,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)","Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton,2000,4.08,51571,https://images.gr-assets.com/books/1327139907m/190361.jpg,https://images.gr-assets.com/books/1327139907s/190361.jpg,"paranormal, fantasy, romance, horror, fiction, mystery, suspense, crime, contemporary, thriller"
9268487,345503821,"The Daylight War (Demon Cycle, #3)",The Daylight War,Peter V. Brett,2013,4.23,34419,https://images.gr-assets.com/books/1360777092m/9268487.jpg,https://images.gr-assets.com/books/1360777092s/9268487.jpg,"fantasy, fiction, romance, horror, paranormal"
1248179,385515049,The Appeal,The Appeal,John Grisham,2008,3.58,39100,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, thriller, mystery, suspense, crime, contemporary"
13830,689878583,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",The Woman Who Rides Like a Man,Tamora Pierce,1986,4.2,53413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, romance, fantasy, classics"
8680417,034552425X,"Midnight Riot (Peter Grant, #1)",Rivers of London,Ben Aaronovitch,2011,3.92,21519,https://images.gr-assets.com/books/1389055317m/8680417.jpg,https://images.gr-assets.com/books/1389055317s/8680417.jpg,"fantasy, mystery, fiction, paranormal, crime, contemporary, horror, thriller, suspense"
9303,60090375,Lucy Sullivan Is Getting Married,Lucy Sullivan is Getting Married,Marian Keyes,1996,3.74,38473,https://images.gr-assets.com/books/1407707569m/9303.jpg,https://images.gr-assets.com/books/1407707569s/9303.jpg,"fiction, romance, contemporary"
34501,055255264X,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",A Hat Full of Sky,Terry Pratchett,2004,4.29,43460,https://images.gr-assets.com/books/1319037274m/34501.jpg,https://images.gr-assets.com/books/1319037274s/34501.jpg,"fantasy, fiction, science"
50365,60786523,"A Suitable Boy (A Suitable Boy, #1)",A Suitable Boy,Vikram Seth,1993,4.1,33973,https://images.gr-assets.com/books/1329421639m/50365.jpg,https://images.gr-assets.com/books/1329421639s/50365.jpg,"fiction, classics, romance, contemporary, history"
22738563,,We Should All Be Feminists,We Should All Be Feminists,Chimamanda Ngozi Adichie,2014,4.47,46048,https://images.gr-assets.com/books/1430821222m/22738563.jpg,https://images.gr-assets.com/books/1430821222s/22738563.jpg,"nonfiction, philosophy, contemporary, memoir"
8087906,1841497975,"River Marked (Mercy Thompson, #6)",River Marked,Patricia Briggs,2011,4.26,52220,https://images.gr-assets.com/books/1305738320m/8087906.jpg,https://images.gr-assets.com/books/1305738320s/8087906.jpg,"fantasy, paranormal, romance, fiction, mystery, contemporary, horror"
4135,446578843,I Like You: Hospitality Under the Influence,I Like You: Hospitality Under the Influence,Amy Sedaris,2006,3.87,34212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"nonfiction, cookbooks, memoir, fiction, biography, contemporary, art"
22320,425198685,"Pattern Recognition (Blue Ant, #1)",Pattern Recognition,William Gibson,2003,3.86,34917,https://images.gr-assets.com/books/1288326931m/22320.jpg,https://images.gr-assets.com/books/1288326931s/22320.jpg,"fiction, mystery, thriller, science, contemporary, business, fantasy, suspense, crime"
21936809,62267523,The Kind Worth Killing,The Kind Worth Killing,Peter  Swanson,2015,4.03,35225,https://images.gr-assets.com/books/1417981750m/21936809.jpg,https://images.gr-assets.com/books/1417981750s/21936809.jpg,"mystery, thriller, fiction, suspense, crime, contemporary"
11525,761104844,"1,000 Places to See Before You Die","1,000 Places to See Before You Die",Patricia Schultz,2003,3.83,33025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"travel, nonfiction, history"
355916,60577371,"Physik (Septimus Heap, #3)",Physik,"Angie Sage, Mark Zug",2007,3.99,42838,https://images.gr-assets.com/books/1398052658m/355916.jpg,https://images.gr-assets.com/books/1398052658s/355916.jpg,"fantasy, fiction, paranormal, mystery"
6667,141311401,Boy: Tales of Childhood,Boy: Tales of Childhood,"Roald Dahl, Quentin Blake",1984,4.09,38240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"biography, memoir, nonfiction, fiction, classics"
10890,385496095,Traveling Mercies: Some Thoughts on Faith,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,1999,4.15,36466,https://images.gr-assets.com/books/1403182174m/10890.jpg,https://images.gr-assets.com/books/1403182174s/10890.jpg,"memoir, spirituality, nonfiction, religion, christian, biography, philosophy, fiction"
184657,1416548009,"Memorial Day (Mitch Rapp, #7)",Memorial Day,Vince Flynn,2004,4.3,31864,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, thriller, suspense, mystery, crime"
13836,1416903437,"Wild Magic (Immortals, #1)","Wild Magic (Immortals, #1)",Tamora Pierce,1992,4.32,52165,https://images.gr-assets.com/books/1166573613m/13836.jpg,https://images.gr-assets.com/books/1166573613s/13836.jpg,"fantasy, fiction, romance, paranormal"
30013,,Prelude to Foundation,Prelude to Foundation,Isaac Asimov,1988,4.05,40342,https://images.gr-assets.com/books/1335782474m/30013.jpg,https://images.gr-assets.com/books/1335782474s/30013.jpg,"fiction, science, classics, fantasy"
56728,1859855423,"You Are Special (Wemmicksville, #1)",You Are Special: A Story for Everyone,Max Lucado,1997,4.45,41052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"christian, fiction, religion, fantasy, classics, spirituality"
18798983,399171614,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",The Wrath & the Dawn,Renee Ahdieh,2015,4.19,58175,https://images.gr-assets.com/books/1417956963m/18798983.jpg,https://images.gr-assets.com/books/1417956963s/18798983.jpg,"fantasy, romance, fiction, mystery, paranormal"
6260997,307267148,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"Nicholas D. Kristof, Sheryl WuDunn",2008,4.31,37270,https://images.gr-assets.com/books/1320486170m/6260997.jpg,https://images.gr-assets.com/books/1320486170s/6260997.jpg,"nonfiction, history, contemporary, memoir"
10798418,316127256,Why We Broke Up,Why We Broke Up,"Daniel Handler, Maira Kalman",2011,3.49,41202,https://images.gr-assets.com/books/1348728685m/10798418.jpg,https://images.gr-assets.com/books/1348728685s/10798418.jpg,"romance, contemporary, fiction, art"
18243700,1408852594,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",The Assassin's Blade,Sarah J. Maas,2014,4.48,53227,https://images.gr-assets.com/books/1384362444m/18243700.jpg,https://images.gr-assets.com/books/1384362444s/18243700.jpg,"fantasy, romance, fiction, paranormal"
2807199,1400064759,American Wife,American Wife,Curtis Sittenfeld,2008,3.72,38537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, contemporary, romance"
29394,441014348,"Cursor's Fury (Codex Alera, #3)",Cursor's Fury,Jim Butcher,2006,4.36,41344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fantasy, fiction, romance, paranormal"
334176,449912558,"The Sparrow (The Sparrow, #1)",The Sparrow,Mary Doria Russell,1996,4.17,40781,https://images.gr-assets.com/books/1230829367m/334176.jpg,https://images.gr-assets.com/books/1230829367s/334176.jpg,"fiction, religion, fantasy, spirituality, science, philosophy, contemporary, mystery, classics"
10910,743422449,Mercy,Mercy,Jodi Picoult,1996,3.57,37252,https://images.gr-assets.com/books/1299040130m/10910.jpg,https://images.gr-assets.com/books/1299040130s/10910.jpg,"fiction, contemporary, romance, mystery, crime"
20727654,1477823832,"The Paper Magician (The Paper Magician Trilogy, #1)",The Paper Magician,Charlie N. Holmberg,2014,3.63,25934,https://images.gr-assets.com/books/1405618531m/20727654.jpg,https://images.gr-assets.com/books/1405618531s/20727654.jpg,"fantasy, fiction, romance, paranormal, mystery"
6023056,61728977,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment","Act Like a Lady, Think Like a Man",Steve Harvey,2009,3.82,29059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"nonfiction, psychology, romance, biography"
10335318,385526261,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",,Candice Millard,2011,4.19,34460,https://images.gr-assets.com/books/1327883084m/10335318.jpg,https://images.gr-assets.com/books/1327883084s/10335318.jpg,"history, biography, nonfiction, science, crime"
89724,143039970,We Have Always Lived in the Castle,We Have Always Lived in the Castle,"Shirley Jackson, Jonathan Lethem",1962,4.05,43602,https://images.gr-assets.com/books/1415357189m/89724.jpg,https://images.gr-assets.com/books/1415357189s/89724.jpg,"horror, fiction, classics, mystery, thriller, suspense, fantasy, crime, contemporary"
56405,1591451876,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,,Emerson Eggerichs,2004,4.17,32858,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"christian, nonfiction, religion, psychology, spirituality, romance"
2761626,316166294,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",The Brass Verdict,Michael Connelly,2008,4.08,36497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"mystery, fiction, crime, suspense, thriller"
216442,553560719,Dark Force Rising,Star Wars: Dark Force Rising,Timothy Zahn,1992,4.14,37197,https://images.gr-assets.com/books/1451092000m/216442.jpg,https://images.gr-assets.com/books/1451092000s/216442.jpg,"fiction, fantasy, science"
17262159,385344341,"Never Go Back (Jack Reacher, #18)",Never Go Back ,Lee Child,2013,4.02,27578,https://images.gr-assets.com/books/1467947214m/17262159.jpg,https://images.gr-assets.com/books/1467947214s/17262159.jpg,"fiction, thriller, mystery, crime, contemporary, suspense"
183656,60575808,The Two Princesses of Bamarre,The Two Princesses of Bamarre,Gail Carson Levine,2001,4.02,55218,https://images.gr-assets.com/books/1442734248m/183656.jpg,https://images.gr-assets.com/books/1442734248s/183656.jpg,"fantasy, fiction, romance, classics"
228630,60929782,Black Boy,Black Boy: A Record of Youth and Childhood,"Richard Wright, Jerry W. Ward Jr.",1945,4.02,36840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, fiction, memoir, nonfiction, biography, history"
5167,446678457,Cane River,Cane River,Lalita Tademy,2001,4.04,38013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, history, memoir, biography, classics"
43884,765305240,"Phantom (Sword of Truth, #10)","Phantom (Sword of Truth, #10)",Terry Goodkind,2006,3.99,35131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fantasy, fiction, romance, science, contemporary"
29582,553587579,Foundation and Earth (Foundation #5),Foundation and Earth,Isaac Asimov,1986,4.02,39003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, science, classics, fantasy, philosophy"
10058,553384155,Flags of Our Fathers,Flags of Our Fathers,"James D. Bradley, Ron Powers",2000,4.18,37561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"history, nonfiction, biography, fiction, memoir, classics"
99111,525444475,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",Winnie-the-Pooh & The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",1926,4.43,32504,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, fiction, fantasy, poetry"
112803,807059099,The Story of My Experiments With Truth,An Autobiography or The Story of My Experiments with Truth,Mahatma Gandhi,1940,4.07,28177,https://images.gr-assets.com/books/1320560971m/112803.jpg,https://images.gr-assets.com/books/1320560971s/112803.jpg,"biography, philosophy, nonfiction, memoir, spirituality, religion, classics"
2265,425179613,It's Not About the Bike: My Journey Back to Life,It's Not About the Bike: My Journey Back to Life,"Lance Armstrong, Sally Jenkins",1999,3.72,31963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"sports, biography, fiction, memoir, nonfiction"
45546,074347788X,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Undaunted Courage,Stephen E. Ambrose,1996,4.22,32875,https://images.gr-assets.com/books/1408925996m/45546.jpg,https://images.gr-assets.com/books/1408925996s/45546.jpg,"history, nonfiction, biography, travel, fiction, classics"
